,O*NET-SOC Code,Element Name,Data Value
18641,19-4099.01,Social Perceptiveness,3.12
21950,19-4099.02,Assisting and Caring for Others,2.19
90096,19-4099.02,"Cramped Work Space, Awkward Positions",2.26
17673,19-4099.02,Fine Arts,0.08
27815,19-4099.02,Finger Dexterity,3.0
27813,19-4099.02,Manual Dexterity,2.62
18717,19-4099.02,Negotiation,2.75
27779,19-4099.02,Originality,3.12
18715,19-4099.02,Persuasion,2.88
18711,19-4099.02,Social Perceptiveness,2.88
22032,19-4099.03,Assisting and Caring for Others,1.81
90434,19-4099.03,"Cramped Work Space, Awkward Positions",1.26
17739,19-4099.03,Fine Arts,0.41
27919,19-4099.03,Finger Dexterity,2.88
27917,19-4099.03,Manual Dexterity,2.0
18787,19-4099.03,Negotiation,2.5
27883,19-4099.03,Originality,3.38
18785,19-4099.03,Persuasion,2.88
18781,19-4099.03,Social Perceptiveness,2.75
22114,21-1011.00,Assisting and Caring for Others,4.14
90772,21-1011.00,"Cramped Work Space, Awkward Positions",1.52
17805,21-1011.00,Fine Arts,1.08
28023,21-1011.00,Finger Dexterity,1.25
28021,21-1011.00,Manual Dexterity,0.0
18857,21-1011.00,Negotiation,3.12
27987,21-1011.00,Originality,3.25
18855,21-1011.00,Persuasion,3.88
18851,21-1011.00,Social Perceptiveness,4.88
22196,21-1012.00,Assisting and Caring for Others,4.54
91110,21-1012.00,"Cramped Work Space, Awkward Positions",1.09
17871,21-1012.00,Fine Arts,0.68
28127,21-1012.00,Finger Dexterity,1.0
28125,21-1012.00,Manual Dexterity,0.75
18927,21-1012.00,Negotiation,3.25
28091,21-1012.00,Originality,3.75
18925,21-1012.00,Persuasion,3.88
18921,21-1012.00,Social Perceptiveness,5.12
22278,21-1013.00,Assisting and Caring for Others,4.75
91448,21-1013.00,"Cramped Work Space, Awkward Positions",1.02
17937,21-1013.00,Fine Arts,0.36
28231,21-1013.00,Finger Dexterity,2.12
28229,21-1013.00,Manual Dexterity,0.0
18997,21-1013.00,Negotiation,3.88
28195,21-1013.00,Originality,3.38
18995,21-1013.00,Persuasion,4.0
18991,21-1013.00,Social Perceptiveness,5.88
22360,21-1014.00,Assisting and Caring for Others,4.74
91786,21-1014.00,"Cramped Work Space, Awkward Positions",1.12
18003,21-1014.00,Fine Arts,1.01
28335,21-1014.00,Finger Dexterity,2.12
28333,21-1014.00,Manual Dexterity,0.0
19067,21-1014.00,Negotiation,3.62
28299,21-1014.00,Originality,4.0
19065,21-1014.00,Persuasion,4.38
19061,21-1014.00,Social Perceptiveness,5.5
22442,21-1015.00,Assisting and Caring for Others,4.29
92124,21-1015.00,"Cramped Work Space, Awkward Positions",1.52
18069,21-1015.00,Fine Arts,0.21
28439,21-1015.00,Finger Dexterity,2.38
28437,21-1015.00,Manual Dexterity,0.0
19137,21-1015.00,Negotiation,3.38
28403,21-1015.00,Originality,3.5
19135,21-1015.00,Persuasion,3.75
19131,21-1015.00,Social Perceptiveness,4.88
22524,21-1021.00,Assisting and Caring for Others,4.42
92462,21-1021.00,"Cramped Work Space, Awkward Positions",1.39
18135,21-1021.00,Fine Arts,0.95
28543,21-1021.00,Finger Dexterity,1.25
28541,21-1021.00,Manual Dexterity,0.12
19207,21-1021.00,Negotiation,4.0
28507,21-1021.00,Originality,3.38
19205,21-1021.00,Persuasion,3.88
19201,21-1021.00,Social Perceptiveness,4.62
22606,21-1022.00,Assisting and Caring for Others,4.68
92800,21-1022.00,"Cramped Work Space, Awkward Positions",2.04
18201,21-1022.00,Fine Arts,0.12
28647,21-1022.00,Finger Dexterity,2.12
28645,21-1022.00,Manual Dexterity,0.12
19277,21-1022.00,Negotiation,3.0
28611,21-1022.00,Originality,3.62
19275,21-1022.00,Persuasion,3.62
19271,21-1022.00,Social Perceptiveness,5.25
22688,21-1023.00,Assisting and Caring for Others,4.63
93138,21-1023.00,"Cramped Work Space, Awkward Positions",1.5
18267,21-1023.00,Fine Arts,0.95
28751,21-1023.00,Finger Dexterity,1.75
28749,21-1023.00,Manual Dexterity,0.0
19347,21-1023.00,Negotiation,3.88
28715,21-1023.00,Originality,3.88
19345,21-1023.00,Persuasion,4.0
19341,21-1023.00,Social Perceptiveness,5.12
22770,21-1091.00,Assisting and Caring for Others,3.62
93476,21-1091.00,"Cramped Work Space, Awkward Positions",1.58
18333,21-1091.00,Fine Arts,0.69
28855,21-1091.00,Finger Dexterity,2.12
28853,21-1091.00,Manual Dexterity,2.0
19417,21-1091.00,Negotiation,3.0
28819,21-1091.00,Originality,3.38
19415,21-1091.00,Persuasion,3.25
19411,21-1091.00,Social Perceptiveness,3.75
22852,21-1092.00,Assisting and Caring for Others,2.99
93814,21-1092.00,"Cramped Work Space, Awkward Positions",1.42
18399,21-1092.00,Fine Arts,0.16
28959,21-1092.00,Finger Dexterity,1.5
28957,21-1092.00,Manual Dexterity,1.0
19487,21-1092.00,Negotiation,3.38
28923,21-1092.00,Originality,3.12
19485,21-1092.00,Persuasion,3.88
19481,21-1092.00,Social Perceptiveness,4.5
22934,21-1093.00,Assisting and Caring for Others,3.73
94152,21-1093.00,"Cramped Work Space, Awkward Positions",1.9
18465,21-1093.00,Fine Arts,0.39
29063,21-1093.00,Finger Dexterity,2.12
29061,21-1093.00,Manual Dexterity,1.0
19557,21-1093.00,Negotiation,3.0
29027,21-1093.00,Originality,3.0
19555,21-1093.00,Persuasion,3.12
19551,21-1093.00,Social Perceptiveness,4.38
23016,21-1094.00,Assisting and Caring for Others,4.36
94490,21-1094.00,"Cramped Work Space, Awkward Positions",1.96
18531,21-1094.00,Fine Arts,0.32
29167,21-1094.00,Finger Dexterity,3.0
29165,21-1094.00,Manual Dexterity,2.75
19627,21-1094.00,Negotiation,3.0
29131,21-1094.00,Originality,3.0
19625,21-1094.00,Persuasion,3.75
19621,21-1094.00,Social Perceptiveness,4.25
23098,21-2011.00,Assisting and Caring for Others,4.11
94828,21-2011.00,"Cramped Work Space, Awkward Positions",1.17
18597,21-2011.00,Fine Arts,2.36
29271,21-2011.00,Finger Dexterity,1.25
29269,21-2011.00,Manual Dexterity,0.5
19697,21-2011.00,Negotiation,3.88
29235,21-2011.00,Originality,3.75
19695,21-2011.00,Persuasion,4.38
19691,21-2011.00,Social Perceptiveness,5.38
23180,21-2021.00,Assisting and Caring for Others,4.46
95166,21-2021.00,"Cramped Work Space, Awkward Positions",1.22
18663,21-2021.00,Fine Arts,2.13
29375,21-2021.00,Finger Dexterity,1.25
29373,21-2021.00,Manual Dexterity,0.12
19767,21-2021.00,Negotiation,2.88
29339,21-2021.00,Originality,3.25
19765,21-2021.00,Persuasion,3.62
19761,21-2021.00,Social Perceptiveness,4.5
23262,23-1011.00,Assisting and Caring for Others,2.6
95504,23-1011.00,"Cramped Work Space, Awkward Positions",1.3
18729,23-1011.00,Fine Arts,0.46
29479,23-1011.00,Finger Dexterity,2.0
29477,23-1011.00,Manual Dexterity,0.38
19837,23-1011.00,Negotiation,4.25
29443,23-1011.00,Originality,3.75
19835,23-1011.00,Persuasion,4.5
19831,23-1011.00,Social Perceptiveness,4.0
23344,23-1012.00,Assisting and Caring for Others,1.87
95842,23-1012.00,"Cramped Work Space, Awkward Positions",1.05
18795,23-1012.00,Fine Arts,0.0
29583,23-1012.00,Finger Dexterity,2.0
29581,23-1012.00,Manual Dexterity,0.0
19907,23-1012.00,Negotiation,2.62
29547,23-1012.00,Originality,2.88
19905,23-1012.00,Persuasion,3.5
19901,23-1012.00,Social Perceptiveness,3.5
23426,23-1021.00,Assisting and Caring for Others,2.48
96180,23-1021.00,"Cramped Work Space, Awkward Positions",1.17
18861,23-1021.00,Fine Arts,0.26
29687,23-1021.00,Finger Dexterity,2.0
29685,23-1021.00,Manual Dexterity,0.5
19977,23-1021.00,Negotiation,3.62
29651,23-1021.00,Originality,3.12
19975,23-1021.00,Persuasion,3.62
19971,23-1021.00,Social Perceptiveness,3.88
23508,23-1022.00,Assisting and Caring for Others,2.74
96518,23-1022.00,"Cramped Work Space, Awkward Positions",1.04
18927,23-1022.00,Fine Arts,0.25
29791,23-1022.00,Finger Dexterity,1.75
29789,23-1022.00,Manual Dexterity,0.0
20047,23-1022.00,Negotiation,5.0
29755,23-1022.00,Originality,3.5
20045,23-1022.00,Persuasion,4.62
20041,23-1022.00,Social Perceptiveness,3.75
23590,23-1023.00,Assisting and Caring for Others,2.56
96856,23-1023.00,"Cramped Work Space, Awkward Positions",1.38
18993,23-1023.00,Fine Arts,0.45
29895,23-1023.00,Finger Dexterity,1.38
29893,23-1023.00,Manual Dexterity,0.0
20117,23-1023.00,Negotiation,4.12
29859,23-1023.00,Originality,3.12
20115,23-1023.00,Persuasion,4.12
20111,23-1023.00,Social Perceptiveness,4.12
23672,23-2011.00,Assisting and Caring for Others,2.37
97194,23-2011.00,"Cramped Work Space, Awkward Positions",1.35
19059,23-2011.00,Fine Arts,0.0
29999,23-2011.00,Finger Dexterity,1.75
29997,23-2011.00,Manual Dexterity,0.5
20187,23-2011.00,Negotiation,2.5
29963,23-2011.00,Originality,2.88
20185,23-2011.00,Persuasion,2.88
20181,23-2011.00,Social Perceptiveness,3.12
23754,23-2091.00,Assisting and Caring for Others,1.55
97532,23-2091.00,"Cramped Work Space, Awkward Positions",1.38
19125,23-2091.00,Fine Arts,0.04
30103,23-2091.00,Finger Dexterity,2.88
30101,23-2091.00,Manual Dexterity,2.0
20257,23-2091.00,Negotiation,1.5
30067,23-2091.00,Originality,0.88
20255,23-2091.00,Persuasion,1.25
20251,23-2091.00,Social Perceptiveness,2.25
23836,23-2093.00,Assisting and Caring for Others,1.77
97870,23-2093.00,"Cramped Work Space, Awkward Positions",1.31
19191,23-2093.00,Fine Arts,0.0
30207,23-2093.00,Finger Dexterity,1.38
30205,23-2093.00,Manual Dexterity,0.75
20327,23-2093.00,Negotiation,2.25
30171,23-2093.00,Originality,1.88
20325,23-2093.00,Persuasion,2.38
20321,23-2093.00,Social Perceptiveness,2.75
23918,25-1011.00,Assisting and Caring for Others,2.83
98208,25-1011.00,"Cramped Work Space, Awkward Positions",1.13
19257,25-1011.00,Fine Arts,1.34
30311,25-1011.00,Finger Dexterity,1.5
30309,25-1011.00,Manual Dexterity,0.0
20397,25-1011.00,Negotiation,2.88
30275,25-1011.00,Originality,3.5
20395,25-1011.00,Persuasion,3.38
20391,25-1011.00,Social Perceptiveness,3.5
24000,25-1021.00,Assisting and Caring for Others,2.04
98546,25-1021.00,"Cramped Work Space, Awkward Positions",1.62
19323,25-1021.00,Fine Arts,0.85
30415,25-1021.00,Finger Dexterity,2.12
30413,25-1021.00,Manual Dexterity,1.25
20467,25-1021.00,Negotiation,2.5
30379,25-1021.00,Originality,3.5
20465,25-1021.00,Persuasion,3.12
20461,25-1021.00,Social Perceptiveness,3.5
24082,25-1022.00,Assisting and Caring for Others,2.69
98884,25-1022.00,"Cramped Work Space, Awkward Positions",1.4
19389,25-1022.00,Fine Arts,0.81
30519,25-1022.00,Finger Dexterity,0.75
30517,25-1022.00,Manual Dexterity,0.0
20537,25-1022.00,Negotiation,2.75
30483,25-1022.00,Originality,3.5
20535,25-1022.00,Persuasion,2.88
20531,25-1022.00,Social Perceptiveness,3.25
24164,25-1031.00,Assisting and Caring for Others,2.4
99222,25-1031.00,"Cramped Work Space, Awkward Positions",1.53
19455,25-1031.00,Fine Arts,5.38
30623,25-1031.00,Finger Dexterity,1.88
30621,25-1031.00,Manual Dexterity,0.0
20607,25-1031.00,Negotiation,2.88
30587,25-1031.00,Originality,4.12
20605,25-1031.00,Persuasion,3.5
20601,25-1031.00,Social Perceptiveness,3.5
24246,25-1032.00,Assisting and Caring for Others,2.25
99560,25-1032.00,"Cramped Work Space, Awkward Positions",1.44
19521,25-1032.00,Fine Arts,0.64
30727,25-1032.00,Finger Dexterity,2.0
30725,25-1032.00,Manual Dexterity,0.0
20677,25-1032.00,Negotiation,2.88
30691,25-1032.00,Originality,3.88
20675,25-1032.00,Persuasion,3.0
20671,25-1032.00,Social Perceptiveness,3.5
24328,25-1041.00,Assisting and Caring for Others,3.15
99898,25-1041.00,"Cramped Work Space, Awkward Positions",1.09
19587,25-1041.00,Fine Arts,0.57
30831,25-1041.00,Finger Dexterity,1.88
30829,25-1041.00,Manual Dexterity,0.75
20747,25-1041.00,Negotiation,2.75
30795,25-1041.00,Originality,3.62
20745,25-1041.00,Persuasion,3.12
20741,25-1041.00,Social Perceptiveness,3.25
24410,25-1042.00,Assisting and Caring for Others,2.82
100236,25-1042.00,"Cramped Work Space, Awkward Positions",1.27
19653,25-1042.00,Fine Arts,0.86
30935,25-1042.00,Finger Dexterity,2.12
30933,25-1042.00,Manual Dexterity,1.75
20817,25-1042.00,Negotiation,2.75
30899,25-1042.00,Originality,3.75
20815,25-1042.00,Persuasion,3.0
20811,25-1042.00,Social Perceptiveness,3.5
24492,25-1043.00,Assisting and Caring for Others,2.49
100574,25-1043.00,"Cramped Work Space, Awkward Positions",1.36
19719,25-1043.00,Fine Arts,0.35
31039,25-1043.00,Finger Dexterity,1.5
31037,25-1043.00,Manual Dexterity,0.0
20887,25-1043.00,Negotiation,2.88
31003,25-1043.00,Originality,3.75
20885,25-1043.00,Persuasion,3.25
20881,25-1043.00,Social Perceptiveness,3.5
24574,25-1051.00,Assisting and Caring for Others,2.06
100912,25-1051.00,"Cramped Work Space, Awkward Positions",1.53
19785,25-1051.00,Fine Arts,0.29
31143,25-1051.00,Finger Dexterity,1.25
31141,25-1051.00,Manual Dexterity,0.0
20957,25-1051.00,Negotiation,3.0
31107,25-1051.00,Originality,3.75
20955,25-1051.00,Persuasion,3.12
20951,25-1051.00,Social Perceptiveness,3.62
24656,25-1052.00,Assisting and Caring for Others,2.56
101250,25-1052.00,"Cramped Work Space, Awkward Positions",1.34
19851,25-1052.00,Fine Arts,0.93
31247,25-1052.00,Finger Dexterity,2.12
31245,25-1052.00,Manual Dexterity,0.88
21027,25-1052.00,Negotiation,2.12
31211,25-1052.00,Originality,3.62
21025,25-1052.00,Persuasion,2.75
21021,25-1052.00,Social Perceptiveness,3.12
24738,25-1053.00,Assisting and Caring for Others,2.64
101588,25-1053.00,"Cramped Work Space, Awkward Positions",1.41
19917,25-1053.00,Fine Arts,1.36
31351,25-1053.00,Finger Dexterity,0.88
31349,25-1053.00,Manual Dexterity,0.0
21097,25-1053.00,Negotiation,2.88
31315,25-1053.00,Originality,3.5
21095,25-1053.00,Persuasion,3.12
21091,25-1053.00,Social Perceptiveness,3.88
24820,25-1054.00,Assisting and Caring for Others,2.23
101926,25-1054.00,"Cramped Work Space, Awkward Positions",1.02
19983,25-1054.00,Fine Arts,0.15
31455,25-1054.00,Finger Dexterity,1.88
31453,25-1054.00,Manual Dexterity,1.0
21167,25-1054.00,Negotiation,2.25
31419,25-1054.00,Originality,3.5
21165,25-1054.00,Persuasion,3.12
21161,25-1054.00,Social Perceptiveness,3.38
24902,25-1061.00,Assisting and Caring for Others,2.71
102264,25-1061.00,"Cramped Work Space, Awkward Positions",1.33
20049,25-1061.00,Fine Arts,1.87
31559,25-1061.00,Finger Dexterity,0.75
31557,25-1061.00,Manual Dexterity,0.0
21237,25-1061.00,Negotiation,2.88
31523,25-1061.00,Originality,3.75
21235,25-1061.00,Persuasion,3.25
21231,25-1061.00,Social Perceptiveness,3.88
24984,25-1062.00,Assisting and Caring for Others,2.53
102602,25-1062.00,"Cramped Work Space, Awkward Positions",1.73
20115,25-1062.00,Fine Arts,2.79
31663,25-1062.00,Finger Dexterity,1.38
31661,25-1062.00,Manual Dexterity,0.25
21307,25-1062.00,Negotiation,2.38
31627,25-1062.00,Originality,3.75
21305,25-1062.00,Persuasion,3.12
21301,25-1062.00,Social Perceptiveness,3.38
25066,25-1063.00,Assisting and Caring for Others,1.82
102940,25-1063.00,"Cramped Work Space, Awkward Positions",1.05
20181,25-1063.00,Fine Arts,0.48
31767,25-1063.00,Finger Dexterity,1.75
31765,25-1063.00,Manual Dexterity,0.0
21377,25-1063.00,Negotiation,2.38
31731,25-1063.00,Originality,3.12
21375,25-1063.00,Persuasion,2.62
21371,25-1063.00,Social Perceptiveness,3.62
25148,25-1064.00,Assisting and Caring for Others,2.31
103278,25-1064.00,"Cramped Work Space, Awkward Positions",1.1
20247,25-1064.00,Fine Arts,1.26
31871,25-1064.00,Finger Dexterity,1.12
31869,25-1064.00,Manual Dexterity,0.0
21447,25-1064.00,Negotiation,2.5
31835,25-1064.00,Originality,3.62
21445,25-1064.00,Persuasion,3.0
21441,25-1064.00,Social Perceptiveness,3.38
25230,25-1065.00,Assisting and Caring for Others,2.73
103616,25-1065.00,"Cramped Work Space, Awkward Positions",1.1
20313,25-1065.00,Fine Arts,1.56
31975,25-1065.00,Finger Dexterity,0.62
31973,25-1065.00,Manual Dexterity,0.0
21517,25-1065.00,Negotiation,2.62
31939,25-1065.00,Originality,3.12
21515,25-1065.00,Persuasion,3.0
21511,25-1065.00,Social Perceptiveness,3.62
25312,25-1066.00,Assisting and Caring for Others,2.62
103954,25-1066.00,"Cramped Work Space, Awkward Positions",1.15
20379,25-1066.00,Fine Arts,0.54
32079,25-1066.00,Finger Dexterity,1.0
32077,25-1066.00,Manual Dexterity,0.0
21587,25-1066.00,Negotiation,2.75
32043,25-1066.00,Originality,3.5
21585,25-1066.00,Persuasion,3.12
21581,25-1066.00,Social Perceptiveness,4.62
25394,25-1067.00,Assisting and Caring for Others,2.38
104292,25-1067.00,"Cramped Work Space, Awkward Positions",1.1
20445,25-1067.00,Fine Arts,0.83
32183,25-1067.00,Finger Dexterity,0.62
32181,25-1067.00,Manual Dexterity,0.0
21657,25-1067.00,Negotiation,3.0
32147,25-1067.00,Originality,3.12
21655,25-1067.00,Persuasion,3.0
21651,25-1067.00,Social Perceptiveness,3.62
25476,25-1071.00,Assisting and Caring for Others,3.67
104630,25-1071.00,"Cramped Work Space, Awkward Positions",1.62
20511,25-1071.00,Fine Arts,0.4
32287,25-1071.00,Finger Dexterity,1.12
32285,25-1071.00,Manual Dexterity,0.25
21727,25-1071.00,Negotiation,3.0
32251,25-1071.00,Originality,3.62
21725,25-1071.00,Persuasion,3.25
21721,25-1071.00,Social Perceptiveness,3.75
25558,25-1072.00,Assisting and Caring for Others,4.46
104968,25-1072.00,"Cramped Work Space, Awkward Positions",1.48
20577,25-1072.00,Fine Arts,0.69
32391,25-1072.00,Finger Dexterity,2.5
32389,25-1072.00,Manual Dexterity,2.12
21797,25-1072.00,Negotiation,2.88
32355,25-1072.00,Originality,3.5
21795,25-1072.00,Persuasion,3.38
21791,25-1072.00,Social Perceptiveness,4.25
25640,25-1081.00,Assisting and Caring for Others,3.81
105306,25-1081.00,"Cramped Work Space, Awkward Positions",1.13
20643,25-1081.00,Fine Arts,1.38
32495,25-1081.00,Finger Dexterity,1.38
32493,25-1081.00,Manual Dexterity,0.88
21867,25-1081.00,Negotiation,2.88
32459,25-1081.00,Originality,3.25
21865,25-1081.00,Persuasion,2.88
21861,25-1081.00,Social Perceptiveness,3.62
25722,25-1082.00,Assisting and Caring for Others,2.87
105644,25-1082.00,"Cramped Work Space, Awkward Positions",1.21
20709,25-1082.00,Fine Arts,0.8
32599,25-1082.00,Finger Dexterity,1.0
32597,25-1082.00,Manual Dexterity,0.25
21937,25-1082.00,Negotiation,2.62
32563,25-1082.00,Originality,3.5
21935,25-1082.00,Persuasion,2.88
21931,25-1082.00,Social Perceptiveness,3.62
25804,25-1111.00,Assisting and Caring for Others,3.01
105982,25-1111.00,"Cramped Work Space, Awkward Positions",1.86
20775,25-1111.00,Fine Arts,1.1
32703,25-1111.00,Finger Dexterity,1.38
32701,25-1111.00,Manual Dexterity,0.0
22007,25-1111.00,Negotiation,2.88
32667,25-1111.00,Originality,3.25
22005,25-1111.00,Persuasion,3.12
22001,25-1111.00,Social Perceptiveness,3.62
25886,25-1112.00,Assisting and Caring for Others,2.5
106320,25-1112.00,"Cramped Work Space, Awkward Positions",1.0
20841,25-1112.00,Fine Arts,1.01
32807,25-1112.00,Finger Dexterity,1.0
32805,25-1112.00,Manual Dexterity,0.0
22077,25-1112.00,Negotiation,3.38
32771,25-1112.00,Originality,3.62
22075,25-1112.00,Persuasion,3.62
22071,25-1112.00,Social Perceptiveness,3.12
25968,25-1113.00,Assisting and Caring for Others,2.83
106658,25-1113.00,"Cramped Work Space, Awkward Positions",1.25
20907,25-1113.00,Fine Arts,0.31
32911,25-1113.00,Finger Dexterity,1.25
32909,25-1113.00,Manual Dexterity,0.0
22147,25-1113.00,Negotiation,3.0
32875,25-1113.00,Originality,3.75
22145,25-1113.00,Persuasion,3.25
22141,25-1113.00,Social Perceptiveness,4.0
26050,25-1121.00,Assisting and Caring for Others,2.94
106996,25-1121.00,"Cramped Work Space, Awkward Positions",1.31
20973,25-1121.00,Fine Arts,6.82
33015,25-1121.00,Finger Dexterity,2.12
33013,25-1121.00,Manual Dexterity,2.0
22217,25-1121.00,Negotiation,2.75
32979,25-1121.00,Originality,4.0
22215,25-1121.00,Persuasion,3.12
22211,25-1121.00,Social Perceptiveness,3.75
26132,25-1122.00,Assisting and Caring for Others,3.15
107334,25-1122.00,"Cramped Work Space, Awkward Positions",1.34
21039,25-1122.00,Fine Arts,2.37
33119,25-1122.00,Finger Dexterity,1.25
